Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofMatl,Exterior1st,Exterior2nd,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,YrSold,SalePrice
1145,190,RL,60,12180,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,2fmCon,1.5Fin,4,4,1941,1950,CompShg,MetalSd,MetalSd,Gd,TA,No,BLQ,348,Unf,0,324,672,N,672,252,0,924,1,0,1,0,2,1,Fa,5,Typ,0,NA,Detchd,1941,Unf,1,280,TA,TA,Y,0,2010,80000
1146,50,RM,52,6240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1.5Fin,5,6,1928,1950,CompShg,MetalSd,MetalSd,TA,TA,No,Unf,0,Unf,0,1042,1042,Y,1042,534,0,1576,0,0,1,0,3,1,TA,8,Typ,1,Gd,Detchd,1928,Unf,1,225,TA,TA,Y,0,2006,149000
1147,20,RL,NA,11200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,6,5,1985,1985,CompShg,Wd Sdng,Wd Shng,Gd,TA,No,GLQ,1258,Unf,0,40,1298,Y,1298,0,0,1298,1,0,2,0,3,1,Gd,5,Typ,1,TA,Attchd,1985,Unf,2,403,TA,TA,Y,165,2006,180000
1148,70,RL,75,12000,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,Norm,1Fam,2Story,7,7,1941,1950,CompShg,MetalSd,MetalSd,TA,TA,No,Rec,275,Unf,0,429,704,Y,860,704,0,1564,0,0,1,1,3,1,Fa,7,Typ,1,Gd,Attchd,1941,Unf,1,234,TA,TA,Y,0,2009,174500
1149,50,RM,NA,5700,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1.5Fin,7,7,1926,1950,CompShg,Wd Sdng,Wd Sdng,TA,TA,No,Unf,0,Unf,0,572,572,Y,572,539,0,1111,0,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1982,Unf,1,288,TA,TA,Y,0,2008,116900
1150,70,RM,50,9000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Artery,1Fam,2Story,7,9,1920,1988,CompShg,VinylSd,VinylSd,TA,TA,No,ALQ,624,Unf,0,26,650,Y,832,650,0,1482,0,1,1,0,3,1,TA,7,Typ,0,NA,Detchd,1930,Unf,2,324,TA,TA,Y,0,2009,143000
1151,20,RL,57,8280,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,6,5,1950,1950,CompShg,BrkFace,BrkFace,TA,TA,No,Unf,0,Unf,0,932,932,Y,932,0,0,932,0,0,1,0,2,1,Gd,4,Typ,1,Gd,Attchd,1950,Unf,1,306,TA,TA,Y,0,2007,124000
1152,20,RL,134,17755,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,4,1959,1959,CompShg,HdBoard,Plywood,TA,TA,No,BLQ,176,Unf,0,1290,1466,Y,1466,0,0,1466,0,0,1,1,3,1,Fa,6,Typ,2,Gd,Attchd,1959,Fin,2,528,TA,TA,Y,0,2006,149900
1153,20,RL,90,14115,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,6,7,1956,2004,CompShg,Stone,Stone,TA,TA,No,ALQ,296,GLQ,547,230,1073,Y,1811,0,0,1811,0,0,1,0,2,1,Ex,6,Typ,1,Gd,Attchd,1956,Fin,2,470,TA,TA,Y,0,2006,230000
1154,30,RM,NA,5890,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,1Fam,1Story,6,8,1930,2007,CompShg,Wd Sdng,Wd Sdng,TA,TA,Av,ALQ,538,Unf,0,278,816,Y,816,0,0,816,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,2002,Unf,1,432,TA,TA,Y,0,2008,120500
1155,60,RL,NA,13700,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,7,6,1965,1988,CompShg,VinylSd,VinylSd,TA,TA,Gd,ALQ,454,Unf,0,410,864,Y,902,918,0,1820,0,0,1,2,4,1,Gd,8,Typ,2,Gd,Attchd,1965,Unf,2,492,TA,TA,Y,60,2008,201800
1156,20,RL,90,10768,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,1Fam,1Story,5,8,1976,2004,CompShg,Plywood,Plywood,Gd,TA,Gd,ALQ,1157,Unf,0,280,1437,Y,1437,0,0,1437,1,0,2,0,3,1,Gd,6,Typ,1,Fa,Attchd,1976,RFn,2,528,TA,TA,Y,0,2007,218000
1157,80,RL,85,9350,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,SLvl,5,8,1965,1999,CompShg,BrkFace,BrkFace,TA,TA,Gd,ALQ,633,Unf,0,586,1219,Y,1265,0,0,1265,0,1,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,1965,RFn,2,502,TA,TA,Y,0,2008,179900
1158,120,RL,34,5001,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Twnhs,1Story,7,5,2007,2008,CompShg,VinylSd,VinylSd,Gd,TA,No,GLQ,904,Unf,0,410,1314,Y,1314,0,0,1314,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2008,RFn,2,626,TA,TA,Y,172,2009,230000
1159,20,RL,92,11932,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Feedr,1Fam,1Story,8,5,2007,2008,CompShg,VinylSd,VinylSd,Gd,TA,No,Unf,0,Unf,0,1580,1580,Y,1580,0,0,1580,0,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2008,RFn,3,830,TA,TA,Y,0,2008,235128
1160,60,RL,76,9120,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,6,6,1974,1974,CompShg,HdBoard,HdBoard,TA,TA,No,ALQ,442,Unf,0,459,901,Y,943,933,0,1876,0,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1974,RFn,2,540,Gd,TA,Y,0,2008,185000
1161,160,RL,24,2280,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Twnhs,2Story,6,5,1978,1978,CompShg,Plywood,Brk Cmn,Gd,TA,No,ALQ,311,Unf,0,544,855,Y,855,601,0,1456,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1978,Unf,2,440,TA,TA,Y,26,2010,146000
1162,20,RL,NA,14778,Pave,NA,IR1,Low,AllPub,CulDSac,Gtl,PosN,1Fam,1Story,6,7,1954,2006,CompShg,HdBoard,HdBoard,TA,TA,No,BLQ,728,Unf,0,568,1296,Y,1640,0,0,1640,1,0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,1993,Unf,2,924,TA,TA,Y,108,2008,224000
1163,20,RL,109,8724,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,5,1968,1968,CompShg,VinylSd,VinylSd,Gd,TA,No,BLQ,492,Unf,0,402,894,Y,894,0,0,894,0,0,1,0,3,1,TA,5,Typ,1,Po,Attchd,1968,Fin,2,450,TA,TA,Y,0,2007,129000
1164,90,RL,60,12900,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Duplex,SFoyer,4,4,1969,1969,CompShg,Plywood,Plywood,Gd,TA,Av,GLQ,1198,Unf,0,0,1198,Y,1258,0,0,1258,2,0,0,2,0,2,TA,6,Typ,0,NA,CarPort,1969,Unf,2,400,Fa,TA,Y,120,2008,108959
1165,80,RL,NA,16157,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,Feedr,1Fam,SLvl,5,7,1978,1978,CompShg,Plywood,Plywood,Gd,TA,Gd,ALQ,680,Rec,391,289,1360,Y,1432,0,0,1432,1,0,1,1,2,1,Gd,5,Typ,1,TA,Attchd,1978,Unf,2,588,TA,TA,Y,168,2007,194000
1166,20,RL,79,9541,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,7,5,2009,2009,CompShg,VinylSd,VinylSd,Gd,TA,No,Unf,0,Unf,0,1502,1502,Y,1502,0,0,1502,0,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2009,RFn,2,644,TA,TA,Y,0,2009,233170
1167,20,RL,64,10475,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,1Fam,1Story,8,5,2008,2008,CompShg,VinylSd,VinylSd,Gd,TA,Av,Unf,0,Unf,0,1694,1694,Y,1694,0,0,1694,0,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2008,RFn,3,776,TA,TA,Y,160,2010,245350
1168,60,RL,58,10852,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,RRAn,1Fam,2Story,6,5,2000,2000,CompShg,VinylSd,VinylSd,Gd,TA,No,GLQ,786,Unf,0,173,959,Y,959,712,0,1671,1,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000,Fin,2,472,TA,TA,Y,0,2006,173000
1169,70,RL,120,13728,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,1Fam,2Story,6,7,1935,1986,CompShg,Stucco,Stucco,TA,TA,No,Rec,626,Unf,0,501,1127,Y,1236,872,0,2108,0,0,2,0,4,1,Gd,7,Typ,2,TA,Basment,1935,Unf,2,540,TA,TA,Y,0,2008,235000
1170,60,RL,118,35760,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,1Fam,2Story,10,5,1995,1996,CompShg,HdBoard,HdBoard,Ex,TA,Gd,GLQ,1387,Unf,0,543,1930,Y,1831,1796,0,3627,1,0,3,1,4,1,Gd,10,Typ,1,TA,Attchd,1995,Fin,3,807,TA,TA,Y,361,2006,625000
1171,80,RL,76,9880,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,SLvl,6,6,1977,1977,CompShg,Plywood,Plywood,TA,TA,Av,ALQ,522,Unf,0,574,1096,Y,1118,0,0,1118,1,0,1,0,3,1,TA,6,Typ,1,Po,Attchd,1977,Fin,1,358,TA,TA,Y,203,2008,171000
1172,20,RL,76,9120,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,6,6,1958,1958,CompShg,MetalSd,MetalSd,TA,TA,No,ALQ,662,Unf,0,599,1261,Y,1261,0,0,1261,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1958,RFn,2,433,TA,TA,Y,0,2008,163000
1173,160,FV,35,4017,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,TwnhsE,2Story,7,5,2006,2007,CompShg,MetalSd,MetalSd,Gd,TA,No,Unf,0,Unf,0,625,625,Y,625,625,0,1250,0,0,2,1,2,1,Gd,5,Typ,0,NA,Detchd,2006,Fin,2,625,TA,TA,Y,0,2008,171900
1174,50,RL,138,18030,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,Norm,1Fam,1.5Fin,5,6,1946,1994,CompShg,MetalSd,MetalSd,TA,TA,No,Rec,152,BLQ,469,977,1598,Y,1636,971,479,3086,0,0,3,0,3,1,Ex,12,Maj1,1,Gd,NA,NA,NA,0,0,NA,NA,Y,122,2007,200500
1175,70,RL,80,16560,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,6,8,1932,1950,CompShg,Wd Sdng,Wd Sdng,Gd,TA,No,Rec,503,Unf,0,449,952,Y,1170,1175,0,2345,0,0,2,1,4,1,TA,9,Typ,1,Gd,Detchd,1932,Unf,2,360,TA,TA,Y,0,2006,239000
1176,50,RL,85,10678,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1.5Fin,8,5,1992,2000,CompShg,HdBoard,HdBoard,Gd,TA,No,GLQ,700,Unf,0,983,1683,Y,2129,743,0,2872,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1992,Fin,2,541,TA,TA,Y,0,2007,285000
1177,20,RL,37,6951,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,1Fam,1Story,5,5,1984,1985,CompShg,HdBoard,Plywood,TA,TA,No,ALQ,658,Unf,0,218,876,Y,923,0,0,923,1,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,1984,Unf,1,264,TA,TA,Y,362,2008,119500
1178,50,RM,NA,3950,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,Artery,1Fam,1.5Fin,6,8,1926,2004,CompShg,MetalSd,MetalSd,TA,TA,No,Rec,468,Unf,0,350,818,Y,818,406,0,1224,0,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1926,Unf,1,210,TA,TA,N,0,2009,115000
1179,50,RL,54,7681,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,Norm,1Fam,1.5Fin,5,6,1921,1950,CompShg,Wd Sdng,Wd Sdng,TA,TA,No,Unf,0,Unf,0,731,731,Y,820,523,0,1343,0,0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,1921,Unf,1,186,Fa,TA,Y,192,2009,154900
1180,20,RL,77,8335,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,1Fam,1Story,5,5,1954,1954,CompShg,Wd Sdng,Wd Sdng,NA,NA,NA,NA,0,NA,0,0,0,Y,1124,0,0,1124,0,0,1,0,3,1,TA,5,Min2,1,Gd,NA,NA,NA,0,0,NA,NA,N,0,2006,93000
1181,60,RL,NA,11170,Pave,NA,IR2,Lvl,AllPub,Corner,Gtl,Norm,1Fam,2Story,7,5,1990,1991,CompShg,MetalSd,MetalSd,Gd,TA,No,LwQ,1216,Unf,0,0,1216,Y,1298,1216,0,2514,0,0,2,1,4,1,TA,8,Typ,0,NA,Attchd,1990,Fin,2,693,TA,TA,Y,0,2006,250000
1182,120,RM,64,5587,Pave,NA,IR1,HLS,AllPub,Inside,Mod,Norm,TwnhsE,1Story,8,5,2008,2008,CompShg,CemntBd,CmentBd,Ex,TA,Gd,GLQ,1480,Unf,0,120,1600,Y,1652,0,0,1652,1,1,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2008,Fin,2,482,TA,TA,Y,162,2008,392500
1183,60,RL,160,15623,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,1Fam,2Story,10,5,1996,1996,CompShg,Wd Sdng,ImStucc,Ex,TA,Av,GLQ,2096,Unf,0,300,2396,Y,2411,2065,0,4476,1,0,3,1,4,1,Ex,10,Typ,2,TA,Attchd,1996,Fin,3,813,TA,TA,Y,171,2007,745000
1184,30,RL,60,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,6,1920,1950,CompShg,Stucco,Stucco,TA,TA,No,Rec,821,Unf,0,299,1120,Y,1130,0,0,1130,1,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1970,Unf,2,720,TA,TA,Y,229,2006,120000
1185,20,RL,50,35133,Grvl,NA,Reg,Lvl,AllPub,Inside,Mod,Norm,1Fam,1Story,5,4,1963,1963,CompShg,MetalSd,MetalSd,TA,TA,Gd,Rec,1159,Unf,0,413,1572,Y,1572,0,0,1572,1,0,1,1,3,1,TA,5,Typ,2,TA,2Types,1963,RFn,3,995,TA,TA,Y,0,2007,186700
1186,50,RL,60,9738,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1.5Fin,5,7,1924,1950,CompShg,AsbShng,AsbShng,TA,TA,No,BLQ,392,Unf,0,392,784,Y,949,272,0,1221,1,0,1,0,4,1,TA,7,Typ,0,NA,Attchd,1965,Unf,1,392,TA,TA,Y,0,2006,104900
1187,190,RL,107,10615,Pave,NA,IR1,Bnk,AllPub,Corner,Mod,Artery,2fmCon,2Story,3,5,1900,1970,CompShg,HdBoard,HdBoard,Fa,TA,Mn,BLQ,440,Unf,0,538,978,Y,1014,685,0,1699,1,0,2,0,3,2,TA,7,Typ,0,NA,CarPort,1920,Unf,2,420,Fa,Fa,Y,0,2009,95000
1188,20,RL,89,12461,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,1Fam,1Story,8,5,1994,1995,CompShg,ImStucc,ImStucc,Gd,TA,No,GLQ,1456,Unf,0,168,1624,Y,1624,0,0,1624,1,0,2,0,2,1,Gd,5,Typ,1,Fa,Attchd,1994,RFn,3,757,TA,TA,Y,0,2006,262000
1189,60,RL,68,8935,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,7,5,2002,2002,CompShg,VinylSd,VinylSd,Gd,TA,No,Unf,0,Unf,0,831,831,Y,831,829,0,1660,0,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,2002,RFn,2,493,TA,TA,Y,144,2009,195000
1190,60,RL,60,7500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,7,5,1999,1999,CompShg,VinylSd,VinylSd,TA,TA,No,Unf,0,Unf,0,994,994,Y,1028,776,0,1804,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1999,Fin,2,442,TA,TA,Y,140,2010,189000
1191,190,RL,NA,32463,Pave,NA,Reg,Low,AllPub,Inside,Mod,Norm,2fmCon,1Story,4,4,1961,1975,CompShg,MetalSd,MetalSd,TA,TA,Av,BLQ,1159,Unf,0,90,1249,Y,1622,0,0,1622,1,0,1,0,3,1,TA,7,Typ,1,TA,2Types,1975,Fin,4,1356,TA,TA,Y,439,2007,168000
1192,160,FV,24,2645,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Twnhs,2Story,8,5,1999,2000,CompShg,MetalSd,MetalSd,Gd,TA,No,Unf,0,Unf,0,776,776,Y,764,677,0,1441,0,0,2,1,2,1,Gd,5,Typ,0,NA,Detchd,1999,Unf,2,492,TA,TA,Y,206,2007,174000
1193,50,RM,60,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1.5Fin,5,8,1925,1994,CompShg,VinylSd,VinylSd,TA,TA,Mn,Unf,0,Unf,0,702,702,Y,842,630,0,1472,0,0,1,0,3,1,Gd,6,Typ,0,NA,Detchd,1925,Unf,1,250,TA,Fa,P,0,2007,125000
1194,120,RM,NA,4500,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Norm,TwnhsE,1Story,6,5,1999,1999,CompShg,VinylSd,VinylSd,Ex,TA,No,GLQ,883,Unf,0,341,1224,Y,1224,0,0,1224,1,0,2,0,2,1,TA,5,Typ,0,NA,Attchd,1999,Fin,2,402,TA,TA,Y,0,2009,165000
1195,60,RL,80,9364,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,1Fam,2Story,6,7,1969,1969,CompShg,HdBoard,HdBoard,TA,TA,No,ALQ,371,Unf,0,292,663,Y,663,689,0,1352,0,0,1,1,4,1,TA,7,Typ,0,NA,Attchd,1969,Fin,1,299,TA,TA,Y,379,2010,158000
1196,60,RL,51,8029,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,6,5,2005,2005,CompShg,VinylSd,VinylSd,Gd,TA,No,Unf,0,Unf,0,728,728,Y,728,728,0,1456,0,0,2,1,3,1,Gd,8,Typ,0,NA,Attchd,2005,Fin,2,400,TA,TA,Y,100,2008,176000
1197,60,RL,58,14054,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,7,5,2006,2006,CompShg,VinylSd,VinylSd,Gd,TA,Av,Unf,0,Unf,0,879,879,Y,879,984,0,1863,0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2006,Fin,3,660,TA,TA,Y,100,2006,219210
1198,75,RM,65,8850,Pave,NA,IR1,Bnk,AllPub,Corner,Gtl,Norm,1Fam,2.5Unf,7,6,1916,1950,CompShg,MetalSd,MetalSd,TA,TA,No,Unf,0,Unf,0,815,815,Y,815,875,0,1690,0,0,1,0,3,1,TA,7,Typ,1,Gd,Detchd,1916,Unf,1,225,TA,TA,Y,0,2006,144000
1199,20,RL,70,9100,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,7,5,2001,2001,CompShg,VinylSd,VinylSd,Gd,TA,No,Unf,0,Unf,0,1212,1212,Y,1212,0,0,1212,0,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,2001,RFn,2,573,TA,TA,Y,356,2009,178000
1200,20,RL,75,11235,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,4,5,1963,1979,CompShg,HdBoard,HdBoard,TA,TA,No,Rec,547,Unf,0,504,1051,Y,1382,0,0,1382,0,0,1,1,3,1,TA,6,Typ,1,Po,Attchd,1974,Unf,2,459,TA,TA,Y,0,2006,148000
1201,20,RL,71,9353,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,4,5,1970,1970,CompShg,MetalSd,MetalSd,TA,TA,No,Unf,0,Unf,0,864,864,Y,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,1972,Unf,1,280,TA,TA,Y,0,2006,116050
1202,60,RL,80,10400,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,1Fam,2Story,7,5,1998,1998,CompShg,VinylSd,VinylSd,Gd,TA,Av,Unf,0,Unf,0,866,866,Y,866,913,0,1779,0,0,2,1,3,1,Gd,6,Typ,0,NA,Attchd,1998,RFn,2,546,TA,TA,Y,198,2009,197900
1203,50,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,1Fam,1.5Fin,5,8,1925,1997,CompShg,Wd Sdng,Wd Sdng,TA,TA,No,Unf,0,Unf,0,884,884,Y,884,464,0,1348,1,0,1,0,3,1,TA,5,Typ,1,Fa,Detchd,1960,Unf,1,216,TA,TA,N,0,2009,117000
1204,20,RL,75,9750,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,7,5,2000,2001,CompShg,VinylSd,VinylSd,Gd,TA,No,Unf,0,Unf,0,1630,1630,Y,1630,0,0,1630,0,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2000,Unf,2,451,TA,TA,Y,74,2009,213000
1205,20,RL,78,10140,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,6,1975,1975,CompShg,HdBoard,HdBoard,Gd,TA,No,ALQ,788,Unf,0,268,1056,Y,1074,0,0,1074,1,0,1,1,3,1,TA,6,Typ,0,NA,Attchd,1975,RFn,2,495,TA,TA,Y,0,2006,153500
1206,20,RL,90,14684,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,1Fam,1Story,7,7,1990,1991,CompShg,HdBoard,HdBoard,Gd,TA,Mn,ALQ,485,BLQ,177,1496,2158,Y,2196,0,0,2196,0,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1990,RFn,3,701,TA,TA,Y,84,2009,271900
1207,20,RH,NA,8900,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,4,4,1966,1966,CompShg,HdBoard,HdBoard,TA,TA,No,Rec,1056,Unf,0,0,1056,Y,1056,0,0,1056,1,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1966,Unf,1,384,TA,TA,Y,0,2006,107000
1208,20,RL,70,9135,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,6,5,2003,2003,CompShg,VinylSd,VinylSd,Gd,TA,Av,GLQ,340,Unf,0,1342,1682,Y,1700,0,0,1700,1,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2003,RFn,2,544,TA,TA,Y,192,2006,200000
1209,20,RL,70,7763,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,7,1962,1980,CompShg,MetalSd,MetalSd,TA,TA,No,Rec,504,BLQ,108,319,931,Y,1283,0,0,1283,1,0,1,0,3,1,TA,6,Typ,0,NA,Detchd,1980,Unf,2,506,TA,TA,Y,0,2008,140000
1210,20,RL,85,10182,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,RRNn,1Fam,1Story,8,5,2006,2006,CompShg,VinylSd,VinylSd,Ex,TA,Mn,GLQ,1220,Unf,0,440,1660,Y,1660,0,0,1660,1,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2006,RFn,2,500,TA,TA,Y,322,2006,290000
1211,60,RL,70,11218,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,6,5,1992,1992,CompShg,Wd Sdng,Wd Sdng,Gd,TA,No,Unf,0,Unf,0,1055,1055,Y,1055,790,0,1845,0,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1992,RFn,2,462,TA,TA,Y,635,2010,189000
1212,50,RL,152,12134,Pave,NA,IR1,Bnk,AllPub,Inside,Mod,Norm,1Fam,1.5Fin,8,7,1988,2005,CompShg,Wd Sdng,Wd Sdng,Gd,TA,Av,GLQ,427,Unf,0,132,559,Y,1080,672,0,1752,0,0,2,0,4,1,TA,8,Typ,0,NA,Basment,1988,RFn,2,492,TA,TA,Y,325,2010,164000
1213,30,RL,50,9340,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,4,6,1941,1950,CompShg,MetalSd,MetalSd,TA,TA,No,Rec,344,Unf,0,328,672,Y,672,0,0,672,1,0,1,0,2,1,TA,4,Typ,0,NA,Attchd,1941,Unf,1,234,TA,TA,N,0,2009,113000
1214,80,RL,NA,10246,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,1Fam,SLvl,4,9,1965,2001,CompShg,VinylSd,VinylSd,TA,Gd,Av,GLQ,648,Unf,0,0,648,Y,960,0,0,960,1,1,0,0,0,1,TA,3,Typ,0,NA,Attchd,1965,Unf,1,364,TA,TA,Y,88,2006,145000
1215,85,RL,69,10205,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,SFoyer,5,5,1962,1962,CompShg,MetalSd,MetalSd,TA,TA,Av,BLQ,784,Unf,0,141,925,Y,999,0,0,999,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1962,Unf,1,300,TA,TA,Y,150,2006,134500
1216,20,RL,99,7094,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,5,1966,1966,CompShg,VinylSd,VinylSd,TA,TA,No,Rec,180,LwQ,374,340,894,Y,894,0,0,894,0,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1966,RFn,1,384,TA,TA,Y,0,2007,125000
1217,90,RM,68,8930,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,RRAe,Duplex,1.5Fin,6,5,1978,1978,CompShg,VinylSd,VinylSd,NA,NA,NA,NA,0,NA,0,0,0,Y,1318,584,0,1902,0,0,2,0,4,2,TA,8,Typ,0,NA,Attchd,1978,Unf,2,539,TA,TA,Y,0,2010,112000
1218,20,FV,72,8640,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,8,5,2009,2009,CompShg,CemntBd,CmentBd,Gd,TA,Mn,GLQ,936,Unf,0,364,1300,Y,1314,0,0,1314,1,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,2009,RFn,2,552,TA,TA,Y,135,2009,229456
